X,taxon_name,genus,family,leaf_mass_per_area,leaf_length,leaf_width,plant_height,leaf_area,wood_density,leaf_thickness,leaf_N_per_dry_mass,seed_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,plant_diameter_breast_height,leaf_lifespan
6401,Gossia sankowskyorum,Gossia,Myrtaceae,NA,37,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6402,Gossia shepherdii,Gossia,Myrtaceae,NA,65,35,20,NA,0.7,NA,NA,NA,NA,NA,NA,NA
6403,Gossia sp. [Gossia sp. aff. acmenoides; Cooper_2013],Gossia,Myrtaceae,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
6404,Gossia sp. [Gossia sp. aff. lasioclada; Cooper_2013],Gossia,Myrtaceae,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,Gouania exilis,Gouania,Rhamnaceae,NA,60,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6406,Graptophyllum excelsum,Graptophyllum,Acanthaceae,NA,21.5,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6407,Graptophyllum ilicifolium,Graptophyllum,Acanthaceae,NA,62.5,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6408,Graptophyllum spinigerum,Graptophyllum,Acanthaceae,NA,45,23.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
6409,Grewia asiatica,Grewia,Malvaceae,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,Grewia australis,Grewia,Malvaceae,NA,85,35,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6411,Grewia latifolia,Grewia,Malvaceae,NA,90,62.5,2,NA,NA,NA,NA,10.7,NA,NA,NA,NA
6412,Grewia mesomischa,Grewia,Malvaceae,NA,109,60.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6413,Grewia oxyphylla,Grewia,Malvaceae,NA,85,58.2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
6414,Grewia papuana,Grewia,Malvaceae,NA,105,32.5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6415,Grewia scabrella,Grewia,Malvaceae,NA,26,21.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6416,Guilfoylia monostylis,Guilfoylia,Surianaceae,68.5,90,31.2,20,1920,0.58,0.253,31.2,580,0.958,NA,650,NA
6417,Hydriastele costata,Hydriastele,Arecaceae,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
6418,Gunnessia pepo,Gunnessia,Apocynaceae,NA,100,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6419,Gymnosporia inermis,Gymnosporia,Celastraceae,NA,70,45.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6420,Gymnostachys anceps,Gymnostachys,Araceae,226,NA,11,2,14600,NA,0.5,11.4,179,0.99,437,NA,NA
6421,Gynochthodes sessilis,Gynochthodes,Rubiaceae,NA,125,45,NA,7980,NA,NA,NA,20,NA,NA,NA,NA
6422,Gynochthodes oresbia,Gynochthodes,Rubiaceae,NA,97.5,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6423,Gynura drymophila,Gynura,Asteraceae,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6424,Halfordia kendack,Halfordia,Rutaceae,124,115,30,30,3250,0.896,0.425,16.1,NA,0.565,NA,750,NA
6425,Hanslia ormocarpoides,Hanslia,Fabaceae,NA,105,60,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6426,Polyalthia hispida,Polyalthia,Annonaceae,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
6427,Polyalthia fruticosa,Polyalthia,Annonaceae,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6428,Harnieria hygrophiloides,Harnieria,Acanthaceae,NA,65,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6429,Harungana madagascariensis,Harungana,Hypericaceae,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6430,Brassiantha hedraiantheroides,Brassiantha,Celastraceae,NA,70,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
6431,Hedyotis auricularia,Hedyotis,Rubiaceae,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6432,Hedyotis philippensis,Hedyotis,Rubiaceae,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6433,Hedyotis radicans,Hedyotis,Rubiaceae,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6434,Coronidium rupicola,Coronidium,Asteraceae,NA,NA,NA,2,NA,NA,NA,NA,0.183,NA,NA,NA,NA
6435,Helicteres semiglabra,Helicteres,Malvaceae,NA,80,17.5,2,NA,NA,NA,NA,1.25,NA,NA,NA,NA
6436,Hemigraphis ciliata,Hemigraphis,Acanthaceae,NA,60,30,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6437,Heritiera littoralis,Heritiera,Malvaceae,NA,215,100,15,NA,0.73,NA,NA,20900,NA,NA,NA,NA
6438,Hernandia bivalvis,Hernandia,Hernandiaceae,81.7,92.5,40,12,3350,NA,0.136,22,NA,2.06,NA,NA,NA
6439,Hernandia nymphaeifolia,Hernandia,Hernandiaceae,NA,202,156,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
6440,Heterostemma acuminatum,Heterostemma,Apocynaceae,NA,108,82.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6441,Hevea brasiliensis,Hevea,Euphorbiaceae,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
6442,Hibbertia banksii,Hibbertia,Dilleniaceae,NA,75,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6443,Hibbertia melhanioides,Hibbertia,Dilleniaceae,165,33.5,13.5,1.5,399,0.59,NA,NA,NA,NA,NA,NA,NA
6444,Hibbertia pholidota,Hibbertia,Dilleniaceae,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6445,Hibiscus divaricatus,Hibiscus,Malvaceae,NA,95,62.5,5,NA,NA,NA,NA,10.1,NA,NA,NA,NA
6446,Hibiscus diversifolius,Hibiscus,Malvaceae,NA,65,67.5,4,NA,NA,NA,NA,11.4,NA,NA,NA,NA
6447,Hibiscus forsteri,Hibiscus,Malvaceae,NA,155,112,3,NA,NA,NA,NA,16.5,NA,NA,NA,NA
6448,Hibiscus heterophyllus,Hibiscus,Malvaceae,55.1,125,110,8,2830,0.36,NA,NA,NA,NA,NA,250,NA
6449,Hibiscus krichauffianus,Hibiscus,Malvaceae,NA,31.2,32.5,1,NA,NA,NA,NA,3.71,NA,NA,NA,NA
6450,Hibiscus normanii,Hibiscus,Malvaceae,NA,65,32.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6451,Hibiscus splendens,Hibiscus,Malvaceae,77.6,115,82.5,7,9230,0.296,NA,NA,12.8,NA,NA,70,NA
6452,Hibiscus vitifolius,Hibiscus,Malvaceae,NA,95,92.5,2,NA,NA,NA,NA,5.6,NA,NA,NA,NA
6453,Hiptage benghalensis,Hiptage,Malpighiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6454,Eumachia frutescens,Eumachia,Rubiaceae,32.3,130,45,3,NA,NA,NA,51,30.8,NA,NA,NA,NA
6455,Hodgkinsonia ovatiflora,Hodgkinsonia,Rubiaceae,84,60,25,35,NA,0.728,NA,NA,NA,NA,NA,600,NA
6456,Hollandaea diabolica,Hollandaea,Proteaceae,NA,108,37.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6457,Hollandaea porphyrocarpa,Hollandaea,Proteaceae,NA,108,37.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6458,Homalanthus populifolius,Homalanthus,Euphorbiaceae,57,90,75,8,3650,0.312,NA,30,21.5,NA,NA,130,NA
6459,Homalium sp. Johnstone River (N.Michael 176),Homalium,Salicaceae,NA,97.5,42.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
6460,Homalium sp. South Molle Island (J.A.Gresty AQ208995),Homalium,Salicaceae,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6461,Homalium alnifolium,Homalium,Salicaceae,NA,97.5,50,13,NA,0.745,NA,NA,NA,NA,NA,NA,NA
6462,Homalium brachybotrys,Homalium,Salicaceae,NA,45,20,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
6463,Homalium circumpinnatum,Homalium,Salicaceae,NA,75,35,32,NA,0.693,NA,NA,NA,NA,NA,NA,NA
6464,Hovea longipes,Hovea,Fabaceae,NA,35.8,11,5,NA,NA,NA,NA,54.6,NA,NA,NA,NA
6465,Hovea nitida,Hovea,Fabaceae,NA,50,6.75,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6466,Howittia trilocularis,Howittia,Malvaceae,NA,75.6,40.6,3,NA,NA,NA,NA,3.63,NA,NA,NA,NA
6467,Hoya australis,Hoya,Apocynaceae,76.9,45,35,6,2750,0.548,NA,NA,2.01,NA,NA,NA,NA
6468,Hoya macgillivrayi,Hoya,Apocynaceae,NA,142,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6469,Hoya sussuela,Hoya,Apocynaceae,NA,92.5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6470,Hugonia jenkinsii,Hugonia,Linaceae,NA,108,36.5,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA
6471,Afrohybanthus aurantiacus,Afrohybanthus,Violaceae,NA,27.8,3,1,NA,NA,NA,NA,1.47,NA,NA,NA,NA
6472,Hydnophytum moseleyanum,Hydnophytum,Rubiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6473,Hylandia dockrillii,Hylandia,Euphorbiaceae,125,190,77.5,30,10200,0.467,0.278,NA,NA,NA,NA,NA,NA
6474,Hypoestes phyllostachya,Hypoestes,Acanthaceae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6475,Hyptis capitata,Hyptis,Lamiaceae,NA,NA,NA,2,7680,NA,NA,NA,0.78,NA,NA,NA,NA
6476,Hyptis suaveolens,Hyptis,Lamiaceae,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6477,Ichnocarpus rhombifolius,Ichnocarpus,Apocynaceae,NA,60,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6478,Ilex sp. Gadgarra (B.P.Hyland RFK 2011),Ilex,Aquifoliaceae,NA,60,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
6479,Ilex arnhemensis subsp. ferdinandi,Ilex,Aquifoliaceae,NA,105,40,25,4460,0.429,NA,NA,NA,NA,NA,NA,NA
6480,Impatiens walleriana,Impatiens,Balsaminaceae,NA,75,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6481,Indagator fordii,Indagator,Malvaceae,NA,90,72.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6482,Indigofera suffruticosa,Indigofera,Fabaceae,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6483,Ipomoea aculeata,Ipomoea,Convolvulaceae,NA,105,70,NA,56000,NA,NA,NA,NA,NA,NA,NA,NA
6484,Ipomoea cairica,Ipomoea,Convolvulaceae,NA,62.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6485,Ipomoea eriocarpa,Ipomoea,Convolvulaceae,NA,62.5,18,NA,NA,NA,NA,NA,8.41,NA,NA,NA,NA
6486,Ipomoea gracilis,Ipomoea,Convolvulaceae,NA,70,28,NA,NA,NA,NA,NA,27.4,NA,NA,NA,NA
6487,Ipomoea hederifolia,Ipomoea,Convolvulaceae,NA,70,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6488,Ipomoea littoralis,Ipomoea,Convolvulaceae,NA,70,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6489,Ipomoea mauritiana,Ipomoea,Convolvulaceae,NA,120,140,NA,NA,NA,NA,NA,33.3,NA,NA,NA,NA
6490,Ipomoea nil,Ipomoea,Convolvulaceae,NA,74,75,NA,NA,NA,NA,NA,35.2,NA,NA,NA,NA
6491,Ipomoea obscura,Ipomoea,Convolvulaceae,NA,45,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6492,Ipomoea plebeia,Ipomoea,Convolvulaceae,NA,55,30,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA
6493,Ipomoea quamoclit,Ipomoea,Convolvulaceae,NA,45,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6494,Ipomoea saintronanensis,Ipomoea,Convolvulaceae,NA,130,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6495,Ipomoea triloba,Ipomoea,Convolvulaceae,NA,NA,NA,NA,8280,NA,NA,NA,3.3,NA,NA,NA,NA
6496,Ipomoea velutina,Ipomoea,Convolvulaceae,NA,115,80,NA,NA,NA,NA,NA,77.1,NA,NA,NA,NA
6497,Ixora oreogena,Ixora,Rubiaceae,NA,82.5,35,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
6498,Ixora baileyana,Ixora,Rubiaceae,NA,138,46,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6499,Ixora beckleri,Ixora,Rubiaceae,NA,95,45,15,NA,0.826,NA,NA,NA,NA,NA,150,NA
6500,Ixora queenslandica,Ixora,Rubiaceae,NA,72.5,35.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6501,Ixora timorensis,Ixora,Rubiaceae,81.5,NA,NA,10,10800,0.61,NA,21.7,18,1.15,471,NA,NA
6502,Jagera pseudorhus var. integerrima,Jagera,Sapindaceae,NA,65,21.5,20,NA,0.63,NA,NA,NA,NA,NA,NA,NA
6503,Jagera pseudorhus var. pseudorhus,Jagera,Sapindaceae,NA,67.5,19,30,NA,0.63,NA,NA,NA,NA,NA,NA,NA
6504,Jasminum dallachii,Jasminum,Oleaceae,NA,30,20,6,9190,NA,NA,NA,NA,NA,NA,NA,NA
6505,Jasminum didymum subsp. didymum,Jasminum,Oleaceae,NA,60,40,NA,18900,NA,NA,NA,NA,NA,NA,NA,NA
6506,Jasminum elongatum,Jasminum,Oleaceae,NA,NA,24.5,NA,4850,NA,NA,NA,170,NA,NA,NA,NA
6507,Jasminum longipetalum,Jasminum,Oleaceae,NA,75,42.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6508,Jasminum simplicifolium,Jasminum,Oleaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6509,Josephinia imperatricis,Josephinia,Pedaliaceae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6510,Justicia betonica,Justicia,Acanthaceae,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6511,Kennedia rubicunda,Kennedia,Fabaceae,33.9,85,40,NA,26200,NA,NA,NA,22.6,NA,NA,NA,NA
6512,Kleinhovia hospita,Kleinhovia,Malvaceae,NA,113,110,8,NA,0.456,NA,NA,8.9,NA,NA,NA,NA
6513,Kopsia arborea,Kopsia,Apocynaceae,NA,175,57.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
6514,Korthalsella japonica f. japonica,Korthalsella,Santalaceae,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
6515,Korthalsella japonica f. rubra,Korthalsella,Santalaceae,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
6516,Laccospadix australasica,Laccospadix,Arecaceae,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
6517,Lagunaria patersonia,Lagunaria,Malvaceae,NA,49.9,36.3,20,NA,NA,NA,NA,49.6,NA,NA,NA,NA
6518,Larsenaikia jardinei,Larsenaikia,Rubiaceae,NA,85,50,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6519,Larsenaikia ochreata,Larsenaikia,Rubiaceae,NA,140,77.5,20,NA,NA,NA,NA,8.05,NA,NA,NA,NA
6520,Lasianthus hirsutus,Lasianthus,Rubiaceae,NA,170,57.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6521,Lasianthus chlorocarpus,Lasianthus,Rubiaceae,55,125,35,3,4510,0.692,NA,15.8,6.8,NA,NA,NA,NA
6522,Leionema ellipticum,Leionema,Rutaceae,NA,55,24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6523,Lenbrassia australiana,Lenbrassia,Gesneriaceae,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6524,Lenwebbia lasioclada,Lenwebbia,Myrtaceae,NA,75,27.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6525,Lepidagathis royenii,Lepidagathis,Acanthaceae,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6526,Lepiderema sp. Impulse Creek (A.B.Pollock 73),Lepiderema,Sapindaceae,NA,52.5,22.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
6527,Lepisanthes senegalensis,Lepisanthes,Sapindaceae,NA,180,62.5,5,NA,NA,NA,NA,633,NA,NA,NA,NA
6528,Lepistemon urceolatus,Lepistemon,Convolvulaceae,NA,120,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6529,Leptospermum wooroonooran,Leptospermum,Myrtaceae,NA,17,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6530,Leptospermum confertum,Leptospermum,Myrtaceae,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,2000,NA
6531,Leptospermum grandifolium,Leptospermum,Myrtaceae,NA,22.5,6,25,NA,NA,NA,NA,0.157,NA,NA,650,NA
6532,Leucaena leucocephala,Leucaena,Fabaceae,NA,11,2.75,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
6533,Leucas decemdentata,Leucas,Lamiaceae,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6534,Leucopogon lavarackii,Leucopogon,Ericaceae,NA,11,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6535,Leucopogon malayanus,Leucopogon,Ericaceae,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6536,Leucopogon ruscifolius,Leucopogon,Ericaceae,NA,9,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6537,Acrothamnus spathaceus,Acrothamnus,Ericaceae,205,12.5,3,10,20.1,NA,0.308,10.3,NA,0.258,NA,NA,NA
6538,Leucopogon yorkensis,Leucopogon,Ericaceae,NA,9,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6539,Ligustrum australianum,Ligustrum,Oleaceae,NA,56,28,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540,Ligustrum lucidum,Ligustrum,Oleaceae,77.8,85,42.2,20,3800,0.45,NA,NA,21.4,NA,NA,NA,NA
6541,Ligustrum sinense,Ligustrum,Oleaceae,76.6,35,20,5,1310,0.41,NA,NA,22.5,NA,NA,NA,NA
6542,Lindsayomyrtus racemoides,Lindsayomyrtus,Myrtaceae,NA,165,47.5,30,NA,0.607,NA,NA,NA,NA,NA,NA,NA
6543,Linociera sp. (Little Pine LA BH 2520RFK),Linociera,Oleaceae,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
6544,Linospadix apetiolatus,Linospadix,Arecaceae,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6545,Linospadix microcarya,Linospadix,Arecaceae,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6546,Linospadix minor,Linospadix,Arecaceae,45.8,NA,NA,5,NA,0.527,0.135,17.7,NA,1,NA,NA,NA
6547,Linospadix monostachyos,Linospadix,Arecaceae,NA,NA,NA,3,NA,NA,NA,NA,154,NA,NA,NA,NA
6548,Linospadix palmeriana,Linospadix,Arecaceae,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6549,Lithomyrtus obtusa,Lithomyrtus,Myrtaceae,NA,30,9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6550,Livistona australis,Livistona,Arecaceae,103,NA,16.3,30,1140000,NA,0.175,14,841,NA,444,NA,NA
6551,Livistona concinna,Livistona,Arecaceae,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
6552,Livistona decipiens,Livistona,Arecaceae,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6553,Livistona drudei,Livistona,Arecaceae,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
6554,Livistona muelleri,Livistona,Arecaceae,NA,NA,NA,18,NA,NA,NA,NA,331,NA,NA,NA,NA
6555,Lophostemon suaveolens,Lophostemon,Myrtaceae,150,116,45,30,4580,0.592,NA,12.9,0.602,0.687,513,NA,NA
6556,Lophospermum erubescens,Lophospermum,Plantaginaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6557,Ludwigia hyssopifolia,Ludwigia,Onagraceae,NA,50,10.5,3,NA,NA,NA,NA,0.139,NA,NA,NA,NA
6558,Luffa aegyptiaca,Luffa,Cucurbitaceae,NA,122,130,NA,NA,NA,NA,36,91.6,NA,472,NA,NA
6559,Lunasia amara,Lunasia,Rutaceae,NA,198,75,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6560,Macaranga dallachyana,Macaranga,Euphorbiaceae,NA,125,46,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
6561,Macaranga inamoena,Macaranga,Euphorbiaceae,66.5,128,42.5,10,9450,0.468,NA,NA,26,NA,NA,NA,NA
6562,Macaranga polyadenia,Macaranga,Euphorbiaceae,NA,170,85,28,20200,0.464,NA,NA,26,NA,NA,NA,NA
6563,Dolichandra unguis-cati,Dolichandra,Bignoniaceae,NA,45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6564,Mackinlaya confusa,Mackinlaya,Araliaceae,40.1,155,95,6,2280,0.512,0.218,NA,19.5,NA,NA,NA,NA
6565,Mackinlaya macrosciadea,Mackinlaya,Araliaceae,NA,120,47.5,5,NA,NA,NA,NA,44.9,NA,NA,NA,NA
6566,Maclura cochinchinensis,Maclura,Moraceae,55.3,57.5,25,22,2660,0.487,0.157,26.2,8.7,3.27,NA,NA,NA
6567,Macropteranthes leiocaulis,Macropteranthes,Combretaceae,NA,44.5,13.5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
6568,Macroptilium atropurpureum,Macroptilium,Fabaceae,NA,45,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6569,Macrostelia sp. (Bolt Head),Macrostelia,Malvaceae,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6570,Hibiscus tozerensis,Hibiscus,Malvaceae,NA,230,75,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6571,Hibiscus macilwraithensis,Hibiscus,Malvaceae,NA,148,45,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
6572,Macrotyloma uniflorum,Macrotyloma,Fabaceae,NA,29,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6573,Maesa haplobotrys,Maesa,Primulaceae,NA,135,45,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
6574,Mallotus claoxyloides,Mallotus,Euphorbiaceae,103,93.8,47.5,8,4880,0.552,NA,NA,NA,NA,NA,230,NA
6575,Mallotus discolor,Mallotus,Euphorbiaceae,NA,70,32.5,30,NA,0.607,NA,NA,10.6,NA,NA,600,NA
6576,Mallotus dispersus,Mallotus,Euphorbiaceae,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6577,Mallotus ficifolius,Mallotus,Euphorbiaceae,NA,150,136,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
6578,Mallotus polyadenos,Mallotus,Euphorbiaceae,124,118,52.5,28,2450,0.623,0.257,19,NA,2.93,439,NA,NA
6579,Mallotus repandus,Mallotus,Euphorbiaceae,NA,71,52.5,NA,4020,NA,NA,NA,14,NA,NA,NA,NA
6580,Mallotus resinosus,Mallotus,Euphorbiaceae,NA,120,62.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
6581,Mallotus surculosus,Mallotus,Euphorbiaceae,NA,105,109,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6582,Malvastrum chillagoense,Malvastrum,Malvaceae,NA,45,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
6583,Mammea touriga,Mammea,Clusiaceae,NA,160,57.5,40,NA,0.788,NA,NA,14000,NA,NA,NA,NA
6584,Mangifera indica,Mangifera,Anacardiaceae,154,200,45,25,NA,NA,NA,12.8,NA,NA,NA,NA,NA
6585,Manilkara kauki,Manilkara,Sapotaceae,NA,82.5,50,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6586,Margaritaria dubium-traceyi,Margaritaria,Phyllanthaceae,NA,89.5,48.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
6587,Margaritaria indica,Margaritaria,Phyllanthaceae,NA,63,40.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
6588,Martynia annua,Martynia,Martyniaceae,NA,110,105,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
6589,Mecardonia procumbens,Mecardonia,Plantaginaceae,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
6590,Medicosma mulgraveana,Medicosma,Rutaceae,NA,112,55,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
6591,Medicosma heterophylla,Medicosma,Rutaceae,NA,67.5,26.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
6592,Medicosma cunninghamii,Medicosma,Rutaceae,79,126,38.8,10,4970,NA,NA,NA,NA,NA,NA,100,NA
6593,Medicosma glandulosa,Medicosma,Rutaceae,NA,105,38.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6594,Medicosma obovata,Medicosma,Rutaceae,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
6595,Medicosma riparia,Medicosma,Rutaceae,NA,50,22.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
6596,Medicosma sessiliflora,Medicosma,Rutaceae,106,115,49.5,10,8160,0.69,NA,15.3,NA,NA,NA,NA,NA
6597,Melaleuca bracteata,Melaleuca,Myrtaceae,80.5,15,2.17,15,39.1,0.694,NA,NA,0.0481,NA,NA,NA,NA
6598,Wollastonia uniflora,Wollastonia,Asteraceae,NA,40,25,2,NA,NA,NA,NA,2.14,NA,NA,NA,NA
6599,Melia azedarach,Melia,Meliaceae,49.1,46.2,20,45,1010,0.387,0.172,35.3,181,2.12,NA,1200,NA
6600,Melicope affinis,Melicope,Rutaceae,NA,80,32.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
6601,Melicope bonwickii,Melicope,Rutaceae,117,200,95,32,NA,0.399,0.236,NA,NA,NA,NA,NA,NA
6602,Melicope broadbentiana,Melicope,Rutaceae,NA,102,36.5,9,NA,NA,NA,NA,27,NA,NA,NA,NA
6603,Melicope fellii,Melicope,Rutaceae,NA,100,45,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
6604,Melicope jonesii,Melicope,Rutaceae,31,138,65,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
6605,Acronychia octandra,Acronychia,Rutaceae,192,150,50,45,9270,0.503,NA,NA,NA,NA,NA,760,NA
6606,Melicope peninsularis,Melicope,Rutaceae,NA,108,48.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
6607,Melicope rubra,Melicope,Rutaceae,NA,95,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
